pair_id,brand_left,title_left,description_left,price_left,priceCurrency_left,brand_right,title_right,description_right,price_right,priceCurrency_right,label
p0154,WESTERN DIGITAL,WD 250GB Blue Series m.2 SSD WDS250G2B0B,HDSSD00250WDC003,456.66,TRY,,ASUS Dual GeForce RTX 2070 Super Evo Advanced Edition GDDR6 8GB 256-Bit Graphics Card,"The Nvidia GeForce powered DUAL-RTX2070S-A8G-EVO comes with a 256-bit 8Gb GDDR6 memory which is is designed to be compatible with any motherboard which supports PCI Express 3.0 * 16 slot.Dedicated ray tracing hardware enables fast real-time ray tracing of objects and environments with physically accurate shadows, reflections, refractions, and global illumination.Axial-tech fan design features a smaller fan hub that facilitates longer blades and a barrier ring that increases downward air pressure.With the GPU Tweak II tool a single click is now enough to tweak your GPU clocks, memory frequency and voltage settings making it personalized GPU for your needs.With 1 year premium XSplit Game caster license, your gaming experiences have got no boundaries. You can broadcast, record and even annotate your screen to the world.~section~2x Fans. 2x Fun.Delivering the latest NVIDIA Turing™ gaming experience in its purest form, the ASUS Dual GeForce® RTX 2070 SUPER™ EVO melds performance and simplicity like no other. Leveraging advanced cooling technologies derived from flagship graphics cards, the Dual GeForce RTX 2070 SUPER EVO opts for substance over style, the perfect choice for a well-balanced build. Axial-tech Fan DesignNewly designed for the latest generation of top-end ROG graphics cards, these fans feature a smaller hub that facilitates longer blades and a barrier ring to increase downward air pressure. 0dB TechnologyAn advanced onboard controller brings fans to a standstill when the GPU core temperature is below 55 Celsius, letting you enjoy light gaming in relative silence. 2.7-slot DesignThe GPU leverages a 2.7-slot design to gain more heatsink surface area. The extra thermal headroom increases overclocking potential and allows fans to run at even lower speeds in light scenarios.GPU Tweak IIThe ASUS GPU Tweak II utility takes graphics card tuning to the next level. It allows you to tweak critical parameters including GPU core clocks, memory frequency, and voltage settings, with the option to monitor everything in real-time through a customizable on-screen display. wtfastWe've partnered with wtfast to help you to play free from lag, latency issues, and lost packets. With a 6-month subscription to the wtfast Gamers Private Network, you'll enjoy lower ping for a smoother, more fluid online gaming experience. XSplitXSplit offers a premium streaming experience with in-game annotations and other advanced features. Enjoy a free license with the purchase of select ASUS graphics cards. See you online! QuantumcloudQuantumcloud is a simple and secure service that lets you effortlessly earn extra money by putting your idle GPU to work. Through an easy-to-use app, your computer can help run cloud-based applications, making you money in the process.~section~GPUNVIDIA GeForce RTX 2070 SUPERCUDA Cores2560Video Memory8GB GDDR6Memory Interface256-BitOpenGL4.6Engine ClockOC Mode - GPU Boost Clock : 1815 MHz , GPU Base Clock : 1635 MHzGaming Mode (Default) - GPU Boost Clock : 1785 MHz , GPU Base Clock : 1605 MHzMemory Clock14000 MHzSystem Interface2 x Native HDMI 2.0b 3 x Native DisplayPort 1.4Resolution7680 x 4320HDCP SupportYes (2.2)Recommended Power Supply650WPower ConsumptionNAMaximum Display Support4NVlink/ Crossfire SupportYesPower Connectors1 x 8-pinAccessories1 x Quick GuideSoftwareASUS GPU Tweak II & DriverDimensions26.7 x 11.8 x 5.8 CentimeterWarranty3 Years of Warranty from the Date of PurchasePackage ContentsDUAL-RTX2070S-A8G-EVO Graphics card1 x Quick Guide",48999.00,INR,0
p0155,,Intel Core i9-9900 Prosessor,"Socket-LGA1151, 8-Core, 16-Thread,3.1/5.0GHz, Coffee Lake Refresh, inkl kjøler",4999.00,NOK,,"i9-9900 , 3.1GHZ , 16MB Cache LGA1151",Product Collection9th Generation Intel® Core™ i9 ProcessorsCode NameProducts formerly Coffee LakeVertical SegmentDesktopProcessor Numberi9-9900Off RoadmapNoStatusLaunchedLaunch DateQ2'19Lithography14 nmUse ConditionsPC/Client/Tablet,32299.00,INR,1
p0156,,D-Link DGS-1100-08P,"Switch inteligente con 8 puertos de 1 Gigabit y PoE, sin ventilador y en formato compacto.Especificaciones técnicasPuertos: 8 de10/100/1000BASE-TX con PoEPotencia máxima entregada a los puertos para PoE: 64WPerformanceSwitch Capacity DGS-1100-08P - 16 GbpsMaximum Forwarding Rate DGS-1100-08P - 11.9 MppsMAC Address Table Size DGS-1100-08P - 4KPacket Buffer DGS-1100-08P - 2 MbitsFlash Memory DGS-1100-08P - 2 MbytesDiagnostic LED IndicatorsPower (Per Device): YesLink/Activity/Speed (Per Port): YesPhysical & EnvironmentalPower Consumption (Maximum) DGS-1100-08P - 78.8W (PoE on)Power Input DGS-1100-05/08/08P - 100 to 240 VAC, 50 to 60Hz external power supplyDimensions (W x D x H) DGS-1100-08P - 171 x 97.8 x 28.6 mmWeight DGS-1100-08P - 0.43 kgVentilation DGS-1100-05/05PD/08/08P/16/18/24/26 - fanlessHeat Dissipation DGS-1100-08P - 265.85 BTU per hourMTBF DGS-1100-08P - 786,841 hoursTemperature DGS-1100-05/05PD/08/08P - operating: 0° to 40°C (32° to 104°F), storage: -10° to 70°C (14° to 158°F )Humidity DGS-1100-05/05PD/08/08P - operating: 0% ~ 90% Non-condensingEMI/EMC DGS-1100-05/05PD/08/08P - FCC Class B, CE Class B, VCCI Class B, BSMI, CCCSafety DGS-1100-05/05PD/08/08P - cUL, CE LVD, CB, BSMI, CCCSoftware Features (DGS-1100-05/05PD/08/08P)VLAN Port-based VLAN 802.1Q tagged VLAN Surveillance VLAN Voice VLAN Management VLAN VLAN Group Supports 32 static VLAN groups Max. 4094 VIDsL2 Features Flow Control 802.3x Flow Control HOL Blocking Prevention Jumbo Frames up to 9216 Bytes IGMP Snooping IGMP v1/v2 Snooping Supports 32 Groups Static Trunk 2 groups, 2-4 ports per group Loopback Detection Cable Diagnostics Port Mirroring One-to-One Statistics Tx Ok Tx Error Rx Ok Rx ErrorQuality of Service (QoS) 802.1p Quality of Service 4 queues per port Queue Handling Strict Weighted Round Robin (WRR) Bandwidth Control Port-based (Ingress/Egress, min. granularity 8 Kb/s)Security Static MAC Address Up to 32 entries Broadcast/Multicast/Unknown Unicast Storm ControlManagement Web-based GUI (Supports IPv4) Client-based Utility (SmartConsole Utility)D-Link Green Power Saving by Link Status, Cable Length Compliant with IEEE 802.3az Energy Efficient Ethernet Compliant with RoHS 6RFC Standard List RFC 768 UDP RFC 791 IP RFC 792 ICMP RFC 793 TCP RFC 826 ARP RFC 951 BootP client RFC 1542 BootP/DHCP client RFC 1945 HTTP/1.0 RFC 2647 802.1p RFC 2236, 4451 IGMP Snooping",119.90,EUR,,TP-LINK - switch - 24 x 10/100 - desktop,SWITCH 24 10/100 1U R METALLO,43.44,EUR,0
p0157,SanDisk,SanDisk memory card SDXC 256GB Extreme Pro V30 U3,"Shoot without limitsOur most powerful and highest capacity SD™ UHS-I memory card delivers maximum speed for performance, reliability, and uncompromising image and 4K UHD video1 quality from your DSLR, advanced digital or HD video camera. Transfer speeds up to 95 MB/s* move your data fast for efficient post-production workflow.Speedsof up to 95MB/s read and 90MB/s writeFor maximum efficiency, SanDisk Extreme PRO SDHC and SDXC UHS-I Cards deliver extremely fast transfer speeds of up to 95MB/s for post-production workflow. Write speeds of up to 90MB/s handle rapid shots, sequential burst mode, and RAW plus JPEG capture with ease.Designed for professionalsProfessional cameras and high-resolution camcorders deserve the power, performance, capacity and reliability of SanDisk's latest innovations. This is why professional photographers and videographers trust SanDisk memory cards.4K UHD readyWith UHS Video Speed Class 30 (V30) and UHS Speed Class 3 (U3) ratings, the SanDisk Extreme PRO SDHC and SDXC UHS-I Cards let you capture uninterrupted 4K UHD and Full HD video. This makes it ideal for professionals recording extreme sports and other fast-action activities without dropping frames.Easy file recovery with RescuePRO Deluxe softwareThe card comes with a RescuePRO Deluxe data recovery software download offer. This software makes it easy to recover files that have been accidentally deleted (download required).Designed to withstand extreme environmentsSanDisk Extreme PRO SDHC and SDXC UHS-I Cards are shockproof, temperature-proof, waterproof and x-ray-proof, so you can enjoy your adventures without worrying about the durability of your memory card.",109.00,EUR,,SANDISK EXTREME PRO SDXC 256GB 170MB/S C10 U3,"Our most powerful SDXC UHS-I memory card yet delivers performance that elevates your creativity.Product DescriptionOur most powerful SDXC UHS-I memory card yet delivers performance that elevates your creativity. Performance256 GB Extreme Pro SDXC memory card with up to 170 mb/s read speed and up to 90mb/s write speed for a faster post production workflow.SecurityBuilt-in write-protect switch prevents accidental data loss.CompatibilityCompatible with SDXC and SDXC UHS-I enabled host devices.Extreme durabilityIt’s built to withstand weather, water, shocks and other less-than-ideal conditions so you can rest assured that it’s good to go wherever your work takes you.Product SpecificationsSpecifications:Capacity: 256 GBRead Speed: up to 170 MB/s*Write Speed: up to 90 MB/s*Form Factor: SDXCVideo Speed: C10, U3, V30WarrantyWarranty:LIMITED LIFETIME",3.1999E2,NZD,1
p0158,Logitech,"Logitech G332 Gaming Headset, schwarz-rot",Kabelgebundenes Gaming-Headset,"49,90",EUR,Logitech,Logitech G332 Wired Gaming Kulaklık 981-000757,,459.29,TRY,1
p0159,,WD My Passport 4TB Sort,"USB 3.2 Gen 1, WD Backup software",1362.91,NOK,,Jabra BIZ 2300 USB MS Duo - headset,"Your contact center agents are your brand ambassadors, so give them the tool to sound as clear as your brand. In Jabra's Biz 2300 world class sound meets world class durability in an exceptionally comfortable and stylish corded headset – keeping both your agents and your customers happy. Jabra Biz 2300 USB Microsoft Duo is a stereo headset that provides USB connectivity optimized for Microsoft Skype for Business.",168,USD,0
p0160,,ASUS TUF Gaming X3 GeForce GTX 1660 Super OC Edition GDDR6 6GB 192-Bit Graphics Card,"The Nvidia GeForce powered TUF 3-GTX1660S-O6G-GAMING comes with a 192-bit 6Gb GDDR6 memory which is is designed to be compatible with any motherboard which supports PCI Express 3.0 * 16 slot.Cleaning your GPU has never been more hassle free with the GTX 1660 Super. This GPU is rated IP5X dust resistant.With the GPU Tweak II tool a single click is now enough to tweak your GPU clocks, memory frequency and voltage settings making it personalized GPU for your needs.With 1 year premium XSplit Game caster license, your gaming experiences have got no boundaries. You can broadcast, record and even annotate your screen to the world.~section~Built TUFThe TUF Gaming X3 GeForce GTX 1660 SUPER ups the ante for cooling, without sacrificing the durability that makes it TUF. Each card is built using Auto-Extreme manufacturing, protected by a rigid backplate that prevents PCB flex, and packs three fans that contain space-grade lubricant and are sealed to IP5X standards. And it's all backed by a rigorous battery of validation tests to ensure compatibility with the latest TUF components Space Grade LubricantInfused with a durable lubricant often found in aerospace applications, these sleeve bearings deliver a quieter acoustic profile than dual ball bearing designs and match their durability. Protective BackplateThe PCB is reinforced by a backplate that adds structural rigidity, helping to prevent flex and protect components and trace pathways from damage. IP5X Dust ResistanceDust is enemy number one for fans. It's easy to clean the blades, but taking the fan apart to remove dust that has made its way inside is not a simple task. DirectCU IIICopper heatpipes make direct contact with the die for improved thermal transfer.GPU Tweak IIThe ASUS GPU Tweak II utility takes graphics card tuning to the next level. It allows you to tweak critical parameters including GPU core clocks, memory frequency, and voltage settings, with the option to monitor everything in real-time through a customizable on-screen display. wtfastWe've partnered with wtfast to help you to play free from lag, latency issues, and lost packets. With a 6-month subscription to the wtfast Gamers Private Network, you'll enjoy lower ping for a smoother, more fluid online gaming experience. XSplitXSplit offers a premium streaming experience with in-game annotations and other advanced features. Enjoy a free license with the purchase of select ASUS graphics cards. See you online! QuantumcloudQuantumcloud is a simple and secure service that lets you effortlessly earn extra money by putting your idle GPU to work. Through an easy-to-use app, your computer can help run cloud-based applications, making you money in the process.~section~GPUNVIDIA GeForce GTX 1660 SUPERCUDA Cores1408Video Memory6GB GDDR6Memory Interface192-BitOpenGL4.6Engine ClockOC Mode - GPU Boost Clock : 1860 MHzGaming Mode (Default) - GPU Boost Clock : 1830 MHz , GPU Base Clock : 1530 MHzMemory Clock14002 MHzSystem Interface1 x Native DVI-D Output1 x Native HDMI 2.0b1 x Native DisplayPort 1.4Resolution7680x4320HDCP SupportYes (2.2)Recommended Power Supply450WPower ConsumptionNAMaximum Display Support3NVlink/ Crossfire SupportNoPower Connectors1 x 8-pinAccessories1 x Quick GuideSoftwareASUS GPU Tweak II & DriverDimensions26.4 x 13 x 5.5 CentimeterWarranty3 Years of Warranty from the Date of PurchasePackage ContentsTUF GTX 1660 Super OC Edition Graphics card1 x Quick Guide",24349.00,INR,,ASUS Dual GeForce RTX 2070 Super Evo Advanced Edition GDDR6 8GB 256-Bit Graphics Card,"The Nvidia GeForce powered DUAL-RTX2070S-A8G-EVO comes with a 256-bit 8Gb GDDR6 memory which is is designed to be compatible with any motherboard which supports PCI Express 3.0 * 16 slot.Dedicated ray tracing hardware enables fast real-time ray tracing of objects and environments with physically accurate shadows, reflections, refractions, and global illumination.Axial-tech fan design features a smaller fan hub that facilitates longer blades and a barrier ring that increases downward air pressure.With the GPU Tweak II tool a single click is now enough to tweak your GPU clocks, memory frequency and voltage settings making it personalized GPU for your needs.With 1 year premium XSplit Game caster license, your gaming experiences have got no boundaries. You can broadcast, record and even annotate your screen to the world.~section~2x Fans. 2x Fun.Delivering the latest NVIDIA Turing™ gaming experience in its purest form, the ASUS Dual GeForce® RTX 2070 SUPER™ EVO melds performance and simplicity like no other. Leveraging advanced cooling technologies derived from flagship graphics cards, the Dual GeForce RTX 2070 SUPER EVO opts for substance over style, the perfect choice for a well-balanced build. Axial-tech Fan DesignNewly designed for the latest generation of top-end ROG graphics cards, these fans feature a smaller hub that facilitates longer blades and a barrier ring to increase downward air pressure. 0dB TechnologyAn advanced onboard controller brings fans to a standstill when the GPU core temperature is below 55 Celsius, letting you enjoy light gaming in relative silence. 2.7-slot DesignThe GPU leverages a 2.7-slot design to gain more heatsink surface area. The extra thermal headroom increases overclocking potential and allows fans to run at even lower speeds in light scenarios.GPU Tweak IIThe ASUS GPU Tweak II utility takes graphics card tuning to the next level. It allows you to tweak critical parameters including GPU core clocks, memory frequency, and voltage settings, with the option to monitor everything in real-time through a customizable on-screen display. wtfastWe've partnered with wtfast to help you to play free from lag, latency issues, and lost packets. With a 6-month subscription to the wtfast Gamers Private Network, you'll enjoy lower ping for a smoother, more fluid online gaming experience. XSplitXSplit offers a premium streaming experience with in-game annotations and other advanced features. Enjoy a free license with the purchase of select ASUS graphics cards. See you online! QuantumcloudQuantumcloud is a simple and secure service that lets you effortlessly earn extra money by putting your idle GPU to work. Through an easy-to-use app, your computer can help run cloud-based applications, making you money in the process.~section~GPUNVIDIA GeForce RTX 2070 SUPERCUDA Cores2560Video Memory8GB GDDR6Memory Interface256-BitOpenGL4.6Engine ClockOC Mode - GPU Boost Clock : 1815 MHz , GPU Base Clock : 1635 MHzGaming Mode (Default) - GPU Boost Clock : 1785 MHz , GPU Base Clock : 1605 MHzMemory Clock14000 MHzSystem Interface2 x Native HDMI 2.0b 3 x Native DisplayPort 1.4Resolution7680 x 4320HDCP SupportYes (2.2)Recommended Power Supply650WPower ConsumptionNAMaximum Display Support4NVlink/ Crossfire SupportYesPower Connectors1 x 8-pinAccessories1 x Quick GuideSoftwareASUS GPU Tweak II & DriverDimensions26.7 x 11.8 x 5.8 CentimeterWarranty3 Years of Warranty from the Date of PurchasePackage ContentsDUAL-RTX2070S-A8G-EVO Graphics card1 x Quick Guide",48999.00,INR,0
p0161,Epson,Epson 18XL Original Tintenpatrone cyan,,17.63,EUR,Epson,Epson Daisy Cartuccia Margherita Ciano Inchiostri Claria Home 18XL - Originale - Ciano - Epson - - E,Daisy Cartuccia Margherita Ciano Inchiostri Claria Home 18XL - Originale - Ciano - Epson - - Expression Home XP-425 - Expression Home XP-422 - Expression Home XP-415 - Expression Home... - 1 pezzo(i) - Stampa inkjet,20.21,EUR,1
p0162,Western Digital,Western Digital Blue SN550 NVMe M.2 2280 1TB PCI-Express 3.0 x4 3D NAND Internal Solid State Drive (SSD) WDS100T2B0C,Western Digital Blue SN550 NVMe M.2 2280 1TB PCI-Express 3.0 x4 3D NAND Internal Solid State Drive (SSD) WDS100T2B0C,104.99,USD,,WD SSD 1TB BLUE SATA3 WDS100T2B0A,"SSD WD, 1TB, Blue, SATA3, 6 Gb/s, 3D NAND, 7mm, 2.5\"", Solid State Drive",545.4008,RON,0
p0163,,TP-LINK 8-PORT GIGABIT DESKTOP POE SMART SWITCH 8,,,,,TP-LINK - 16-PORT GIGABIT EASY SMART SWITCHIN PERP,TP-LINK 16-PORT GIGABIT EASY SMART SWITCHIN PERP (TL-SG1016DE) - Produkt: Styrt - Porter: 16 - Hastighet: 1Gbps,1039.00,NOK,0
p0164,,CANON - inktcartridge - CLI-571 C - Cyaan - origineel,"11461CANON, 0386C001,0386C001AA,1700084407, CANON, 0386C001,0386C001AA,CAN94395",13.50,EUR,Canon,Canon OEM CL-211 Color Ink,"The OEM Canon CL-211 Color Inkjet Cartridge is available to you right on our site. The CL211 is used in the MP240, MP480 & MX330 printers with Canon's new ChromaLife 100 System. This system, combined with fine printhead technology and select photo papers print out crisp images that are fade-resistant for up to 100 years when stored in an archival-quality photo album. Buy your Genuine CL-211 and enjoy clear, accurate printouts from your Canon printers. 100% Satisfaction Guarantee.",26.99,USD,0
p0165,,Hikvision DS-1273ZJ-140 Wall Mount Bracket,"DS-1273ZJ-140 Wall Mount BracketColour: Hikvision WhiteMaterial: Aluminum AlloyDimensions: Ø 140 mm x 183.5 mm x 231.5mm (5.51\"" x 7.22\"" x 9.11\"")Weight: 907 g (2.0 lb.)Outdoor use with waterproof design (or indoor)Cable entry & space to hide all connectionsFixing kit included - heavy duty bolts, screws & rubber gasket Warranty: 2 Year Warranty Included",,,,HIK WALL BRACKET FOR DS-2CD2365G1-1 IP TURRET,SWAN NECK MOUNT FOR DS-2CD2365G1-1 6mpx IP Turret,0.00,,1
p0166,,EXTREME MICRO SDHC 32GB 100MB/S C10 U3,"Sandisk Extreme Micro SDHC 32GB 100MB/S C10 U3Perfect for recording and watching Full HD videoProduct DescriptionCapture more fast action and record more Full HD or 4K Ultra HD-ready video with your Android based smartphone or MIL camera. SanDisk Extreme cards are built tough for extreme durability even under challenging environmental conditions. Fast write speeds reduce the time you're on hold while your pictures and videos move to your card, or from your card to your computer. Storage capacities from 16GB to 64GB expand device memory and leave room to record video that's ready for the new 4K Ultra HD television screens and monitors.FeaturesBuilt for extreme conditions temperature proof, water proof, shock proof, and x-ray proofDelivers 4K Ultra HD and Full HD video recording and playbackMeets the new UHS Speed Class 3 (U3) specificationTransfer faster with speeds up to 60MB",2.6950249999999997E1,NZD,Elite Home Store,"43\"" 2020 Q60T 4K Smart QLED TV",Colour Volume 100%Dual LEDQuantum HDRQuantum Processor 4K...,0.0,CAD,0
p0167,Jabra,Jabra Evolve 80 UC stereo SKype for Business,,"€ 230,35",EUR,,"MikroTik 1U rackmount, 12x Gigabit Ethernet, 4xSFP cages, LCD, 36 cores x 1.2GHz CPU, 16GB RAM","BackMikroTik RouterBOARD CCR1036-12G-4S-EMCloud Core Router Gx36 16GB 12xGb 4xSFPCCR1036-12G-4S-EM is an carrier grade router with a cutting edge 36 core Tilera CPU! Unprecedented power and unbeatable performance - this is our new flagship device. Over 20 times faster than our previous top model, the Cloud Core supports throughput of up to 24 million packets per second, or up to 16 gigabits - full wire speed. The device comes in a 1U rackmount case, has four SFP ports, twelve Gigabit ethernet ports, serial console and a USB port. A color touchscreen displays device status, traffic graphs, or provide access to simple configuration options. It has two SODIMM slots, by default it is shipped with 16GB of RAM, but has no memory limit in RouterOS. It comes with power supply and 1U rackmount case. The cloud core router is powered by RouterOS, a fully featured routing operating system which has been continuously improved for fifteen years. Dynamic routing, hotspot, firewall, MPLS, VPN, advanced quality of service, load balancing and bonding, real-time configuration and monitoring - just a few of the vast number of features supported by RouterOS. New generation CPU: 36 core CPU 1.2GHz clock per core12 Mbytes total on-chip cache State of the art TILE GX architectureHighest performance: 8 mpps standard forwarding24 mpps fastpath forwarding (wire speed for all ports) Up to16Gbit/s throughputFull set of features: 1U rackmount case12x Gigabit ports 4x SFP portsColor touchscreen LCD Ports directly connected to CPU16GB of RAM",1572.9893379,,0
p0168,,Canon - Cartuccia ink - Ciano - 6706B001 - 130ml,Ink cartridgeáPFI-107C ciano 130ml,45.27,EUR,Swiss Military Hanowa,Swiss Military Hanowa06-6278.04.001.07 Navalus Watch,Swiss Ladies Watch with DayDate,206.00,GBP,0
p0169,,DVR 16 canaux 1080P 1U H.265,,270000,XOF,Hikvision,"DVR 8 canale HIKVISION Turbo HD DS-7208HQHI-K1 TurboHD 3.0 H.265+, 1xSATA","DVR DS-7208HQHI-K1 8 canale Hikvision TurboHD 3.0 FullHD (1080p), inregistreaza camere video de supraveghere HIKVISION TurboHD la rezolutie Full HD 20fps, compresie H264+. Se pot utiliza simultan camere analogice clasice, HIKVISION TurboHD, AHD si 2 camere IP HD HIKVISION.",389.000052,RON,0
p0170,,iPhone 5s Replacement Battery - Fix Kit / Neu / Part and Adhesive / Neu,New Replacement Battery Compatible with iPhone 5sBattery Adhesive Strips,29.99,USD,,iPhone 6s Replacement Battery - Fix Kit with Adhesive / 全新 / Part and Adhesive / 全新,New Replacement Battery Compatible with iPhone 6sBattery Adhesive Strips,29.99,USD,0
p0171,TP-Link,TP-Link Omada AC1200 Wireless Dual Band Gigabit Outdoor Access Point,TP-Link Omada AC1200 Wireless Dual Band Gigabit Outdoor Access Point,144,AUD,,TP-LINK AC 1350 Dual-band C60 (2.4 GHz / 5 GHz) Fast Ethernet Wit,"802.11ac, 2.4GHz-5GHz, 450Mbps/867Mbps, IPv4/IPv6, Fast Ethernet",49.56,EUR,0
p0172,,"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgelsSuper Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgelsSuper Ubiquinol CoQ10 with Enhanced Mitochondrial Support™ | 50 mg, 30 softgels",,15.00,USD,,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg (60 Softgels),"Super Ubiquinol CoQ10 with Enhanced Mitochondrial Supportis formulated withubiquinol, a highly bioavailable form of coenzyme Q10 nutrient, and augmented with the adaptogen PrivaVie shilajit, clinically shown to further increase CoQ10 absorption, promote cardiovascular health, and help restore youthful cellular energy.Serving Size: 1 Softgel Servings per Container: 60Amount per Serving:Ubiquinol (as Kaneka QH Ubiquinol)100 mgPrimaVie Shilajit fulvic acid complex100 mgOther Ingredients:sunflower oil, gelatin, glycerin, purified water, beeswax, caramel color.",4.96E1,USD,0
p0173,,Inspire 2 PART 08 Intelligent Flight Battery Charging Hub,,108.99,USD,Maxxis,"Maxxis Maxxis High Roller II Tire: 27.5 x 2.50\"", Folding, 60tpi, 3C MaxxTerra, EXO, Tubeless Ready, Wide Trail, Black",,85.00,USD,0
p0174,,TAG Heuer Formula 1 Black & Steel 43mm Chronograph Watch,This Tag Heuer 43mm chronograph watch from the Formula 1 collection showcases a stainless steel case with a black dial and rubber strap.,1400.00,USD,,TAG Heuer Formula 1 Men's Black Rubber Strap Watch,"In sleek sporty style, the technologically advanced TAG Heuer Formula 1 collection is inspired by the extreme performance of racing teams and worn by champions across the globe. Providing precision in a design tough enough for the pros, this model boasts a 43mm stainless steel case with a sandblasted black PVD coated fixed bezel complete with tachymetre scale and a specially decorated caseback engraved with the checkered flag motif. The classic black chronograph dial features rhodium-plated indexes, a date display for extra efficiency and scratch-resistant sapphire crystal. Luminescent accents allows for readability even in low light conditions. Powered by Swiss quartz movement, this Formula 1 watch was crafted to provide accuracy for men with high speed life both on and off the racetrack. Finished with a black rubber strap for versatile comfort. This watch is water resistant up to 200 metres.",1150,GBP,1
p0175,Epson,Epson Tintenpatrone cyan T 079 T 0792,Epson Tintenpatrone T 079 cyan- Inhalt: 1x 11ml,,,Canon,Canon BJ CARTRIDGE PGI-29 LGY pro PIXMA PRO 1,Light Grey ink Cartridge.,26,EUR,0
p0176,OKI,Genuine Black OKI 43865724 Toner Cartridge (43865724 Laser Printer Cartridge),"Genuine Oki 43865724 Toner CartridgeThe 43865724 toner cartridge is designed to work in partnership with your Oki printer delivering crisp, sharp graphics and text documents. Utilising the latest in ink technology, the black Oki 43865724 toner cartridge makes use of Oki's spherical Microfine toner which improves detail and print precision. Not only does the Oki 43865724 toner cartridge produced top quality results, but it's also extremely economical. Perfect if you're looking to lower your printing overheads. If you want a reliable toner cartridge that improves workflow then look no further than the 3865724.Save Money On Oki 43865724 Toner Cartridges with Cartridge SaveCartridge Save are one of the UK's leading online ink cartridge retailers,supplying homes and businesses around the country. We offer the best prices on the net. If you find the Oki 43865724 toner cartridge cheaper elsewhere, we'll refund you the difference. And that's not all! We also offer Free, next day delivery on all orders and a money back guarantee, giving you total peace of mind that you're buying a genuine Oki product. If you're still not convinced, check out our review page today and read thousands of positive reviews.",119.14,GBP,,OKI 44992402 toner cartridge Original Black 1 pc(s),"Toner for B401/MB441/MB451, Black, 2500 Pages",6.246E1,GBP,0
p0177,Seiko,Seiko Quartz SNDC31P1 Chrono watch,Classic Steel & Cream Chrono on Brown Strap,188.56,GBP,,Seiko Basics Quartz Chronograaf SNDC31P1,Seiko Basics Quartz Chronograaf SNDC31P1,199.00,EUR,1
p0178,,RED 22 11-Speed Hollow Pin Chain,"SRAM's RED 22 11-Speed Hollow Pin Chain features hollow pins for low weight, strength, and accurate shifting in all conditions. The heavily chamfeRED outer plates improve shifting and an inner...",45.00,USD,SRAM,SRAM PC RED22 Hollow pin PowerLock Chain,"The SRAM RED® 22 chain features more heavily chamfered outer plates for improved shifting and quieter running. Other advancements include a new inner plate finish plus chrome hardened pin construction, both for longer chain life.",42.35,GBP,1
p0179,,Catalyst 2960-xr 48 Gige Poe,Catalyst 2960-xr 48 Gige Poe 740W 4X1G SFP IP LITE IN,7651.473756,EUR,Ubiquiti,Ubiquiti POE-48-24W Gigabit (POE-48-24W-G),"Ubiquiti POE-48 AC/DC Adapter POE 48V 0.5A EU, UBIQUITI",12.8800,USD,0
p0180,,"Ubiquiti PoE Injector 48VDC 24W Gigabit 0,5A","Ubiquiti PoE Injector 48VDC 24W Gigabit 0,5A",16.79,EUR,,Ubiquiti AirMax AC Sector 21dBi AM-5AC21-60 Ubiquiti,,165.00,EUR,0
p0181,Znaka: Originln,Originln toner KYOCERA TK-3100 (ern),Originln spotebn materil pro tiskrny KYOCERA,2499,CZK,Znaka: Originln,Originln toner SAMSUNG MLT-D103L (ern),Originln spotebn materil pro tiskrny SAMSUNG,2049,CZK,0
p0182,,"LG 31,5\"" 4K Monitor 32UK550-B","LG 31,5\"" 4K Monitor 32UK550-B Monitori",1052.40,BAM,,WS-C3750G-48PS-E Cisco Catalyst 3750G Network Switch (New),NEW - Cisco 3750G Ethernet Switch - 48 ports - 48 x 10/100/1000Base-T PoE and 4 x SFP - Stackable - IP Services (WS-C3750G-48PS E),3197.00,USD,0
p0183,Sandisk,"Sandisk SanDisk iXpand 64GB Flash Drive, Grey, iOS, USB 3.0","SanDisk iXpand 64GB Flash Drive, Grey, iOS, USB 3.0",89.99,AUD,,"Sony SEL85F18 85mm F/1.8-22 Medium-Telephoto Fixed Prime Camera Lens, Black","(paid link)Brand: SonyFeatures:✅Wide F1.8 maximum aperture enables beautiful defocusing effects9-Blade circular aperture creates beautiful round defocused bokehED glass element for corner-to-corner sharpnessDouble Linear motor system for fast, quiet and precise focusing. The maximum magnification ratio is 0.13 and the angle of view is 29 degreeDirect control w/ customizable focus hold button and AF/MF switch.35 mm equivalent focal length (APS-C):127.5Details: Capture beautiful portraits with this affordable 85mm F1. 8 full-frame e-mount mid-telephoto prime lens. This compact, lightweight lens is ideal for both full-frame and APs C cameras. The 9-blade fast F1. 8 aperture delivers beautiful background Defocus effects while the dust and moisture resistant design offers robust reliability.Release Date: 03-09-2019Package Dimensions: 6.8 x 4.8 x 4.2 inches",598.00,USD,0
p0184,D'Addario,"D'Addario D'Addario EJ74 Mandolin Strings, Phosphor Bronze, Medium, 11-40","EJ74, D'Addario's best selling mandolin set, is the standard established by David Grisman and Ricky Skaggs.",8.99,USD,,Osram CFL Square 28W/835 GR10Q - 4pin,,9.15,EUR,0
